,Number of Rooms,Distance,Number of Bedroom,Bathroom,YearBuilt,"Price in $1,000,000"
1592,2,13.9,2.0,1.0,1950.0,0.71
1594,5,13.9,5.0,3.0,2007.0,1.55
1596,3,13.9,3.0,1.0,1996.0,0.79
1598,3,13.9,3.0,1.0,1960.0,1.02
1609,3,13.9,3.0,2.0,2012.0,0.886
1613,4,13.9,4.0,2.0,1997.0,1.015
1615,3,13.9,3.0,2.0,2001.0,0.83
1617,4,13.9,4.0,2.0,1950.0,1.255
1619,3,13.9,3.0,1.0,1950.0,1.32
1620,3,13.9,3.0,2.0,1950.0,0.87
1622,4,13.9,4.0,2.0,2013.0,1.4725
1623,2,13.9,2.0,2.0,2005.0,0.64
1628,4,13.1,4.0,2.0,1940.0,1.62
1630,2,13.1,2.0,1.0,1965.0,0.645
1632,4,13.1,4.0,2.0,2003.0,0.88
1638,4,13.1,3.0,2.0,1905.0,1.56
1641,3,13.1,3.0,2.0,1950.0,1.715
1642,3,13.1,3.0,1.0,1950.0,1.2
1643,3,13.1,3.0,1.0,1910.0,1.76
1644,1,13.1,1.0,1.0,1970.0,0.288
1645,3,13.1,3.0,1.0,1950.0,0.948
1648,2,13.1,2.0,2.0,2010.0,0.465
1649,4,13.1,4.0,2.0,2008.0,0.975
1650,3,13.1,3.0,1.0,1950.0,1.325
1651,3,13.1,3.0,2.0,2000.0,0.75
1652,3,13.1,3.0,2.0,1940.0,1.4
1653,3,13.1,3.0,1.0,1930.0,1.5
1654,4,13.1,4.0,2.0,1890.0,1.6
1657,4,13.1,3.0,2.0,1927.0,1.4614
1658,3,13.1,3.0,1.0,1980.0,0.775
1660,4,13.1,4.0,4.0,1926.0,1.67
1665,3,13.1,3.0,1.0,1890.0,0.928
1666,2,13.1,2.0,2.0,2000.0,0.761
1667,2,13.1,2.0,1.0,1970.0,0.636
1668,4,13.1,4.0,2.0,1912.0,1.625
1670,3,13.1,3.0,1.0,2005.0,0.836
1672,3,13.1,3.0,1.0,1920.0,1.17
1673,4,13.1,4.0,2.0,1924.0,1.67
1681,3,13.1,4.0,1.0,1930.0,0.857
1682,3,13.1,3.0,2.0,2000.0,0.8225
1683,2,13.1,2.0,1.0,1970.0,0.56
1685,2,13.1,2.0,1.0,1970.0,0.42
1689,2,10.8,2.0,1.0,1950.0,0.645
1690,3,10.8,3.0,1.0,2011.0,0.502
1691,3,10.8,3.0,2.0,2006.0,0.495
1693,2,10.8,2.0,1.0,1950.0,0.868
1694,4,10.8,4.0,2.0,1990.0,0.645
1695,3,10.8,3.0,2.0,2010.0,0.652
1697,4,10.8,4.0,2.0,2002.0,0.85
1701,3,10.8,3.0,1.0,1960.0,0.5705
1702,3,10.8,3.0,1.0,1955.0,0.575
1703,4,10.8,4.0,2.0,2008.0,0.882
1704,3,10.8,3.0,2.0,1970.0,0.73
1709,2,10.8,2.0,1.0,1950.0,0.826
1714,4,10.8,4.0,2.0,1990.0,0.61
1716,3,10.8,3.0,1.0,1960.0,0.696
1717,2,10.8,2.0,1.0,1960.0,0.66
1718,3,10.8,3.0,2.0,2013.0,0.579
1719,4,10.8,4.0,2.0,2008.0,0.8565
1724,3,10.8,3.0,1.0,1960.0,0.765
1725,2,10.8,2.0,1.0,1980.0,0.475
1726,4,10.8,4.0,2.0,2000.0,0.55
1728,3,10.8,3.0,1.0,2005.0,0.495
1730,3,10.8,3.0,2.0,1970.0,0.565
1732,3,11.2,3.0,2.0,1940.0,1.55
1734,3,11.2,3.0,1.0,1920.0,1.635
1742,2,11.2,2.0,1.0,1970.0,0.536
1746,3,11.2,3.0,1.0,1930.0,1.975
1749,2,11.2,2.0,2.0,2000.0,1.3
1750,3,11.2,3.0,1.0,1975.0,1.39
1754,2,11.2,2.0,2.0,1940.0,1.3
1755,3,11.2,3.0,2.0,1997.0,1.725
1760,3,11.2,3.0,2.0,1970.0,2.1
1765,2,11.2,2.0,1.0,1960.0,0.8
1767,4,11.2,4.0,2.0,1920.0,1.761
1771,3,11.2,3.0,2.0,1993.0,1.3025
1776,2,11.2,2.0,1.0,1970.0,0.8925
1777,4,11.2,3.0,2.0,1910.0,2.145
1786,2,11.2,2.0,2.0,2013.0,0.62
1789,3,11.2,3.0,2.0,2000.0,1.475
1795,2,11.2,2.0,1.0,1952.0,0.7
1799,2,11.2,2.0,1.0,1950.0,0.59
1801,3,11.2,3.0,2.0,1980.0,1.65
1803,5,11.2,5.0,2.0,1925.0,1.5625
1804,3,11.2,3.0,3.0,2012.0,2.05
1818,2,11.2,2.0,1.0,1935.0,1.1
1819,3,11.2,3.0,2.0,1910.0,1.65
1823,2,11.2,2.0,1.0,1920.0,1.57
1824,3,11.2,3.0,2.0,2011.0,1.411
1829,3,11.2,3.0,2.0,1953.0,1.785
1832,3,11.2,3.0,2.0,1991.0,1.875
1835,3,11.2,3.0,1.0,1950.0,1.266
1838,2,11.2,2.0,2.0,1970.0,0.9
1840,3,11.2,3.0,2.0,1995.0,1.962
1843,1,11.2,1.0,1.0,1965.0,0.375
1845,2,11.2,2.0,1.0,1920.0,0.756
1851,5,11.2,5.0,5.0,1920.0,2.1
1858,3,11.2,3.0,1.0,1935.0,1.385
1859,2,11.2,2.0,1.0,1958.0,1.601
1863,2,11.2,2.0,1.0,1950.0,0.858
1876,3,11.2,3.0,1.0,1930.0,1.41
1888,2,11.2,2.0,1.0,2005.0,0.61
1889,3,11.2,3.0,1.0,1965.0,0.88
1890,2,11.2,3.0,1.0,1975.0,0.737
1891,2,11.2,2.0,1.0,1910.0,1.532
1903,2,11.2,2.0,1.0,2009.0,1.037
1907,4,11.2,4.0,2.0,2000.0,1.63
1918,1,11.2,1.0,1.0,1980.0,0.671
1919,4,11.2,4.0,2.0,2012.0,2.25
1934,3,11.2,2.0,2.0,1993.0,1.3525
1937,3,11.2,3.0,2.0,1970.0,1.171
1941,3,11.2,3.0,2.0,2000.0,1.6
1942,4,11.2,3.0,2.0,1990.0,1.5
1946,4,10.7,4.0,2.0,1960.0,1.94
1948,4,10.7,4.0,2.0,1940.0,1.85
1951,3,10.7,3.0,1.0,1930.0,0.93
1956,4,10.7,4.0,3.0,2008.0,1.31
1963,2,10.7,2.0,1.0,1970.0,0.75
1966,2,10.7,2.0,1.0,1940.0,1.445
1978,4,10.7,4.0,3.0,1973.0,1.825
1979,5,10.7,4.0,2.0,1935.0,1.7
1980,5,10.7,4.0,3.0,1930.0,1.4
1981,3,10.7,3.0,2.0,1990.0,1.075
1982,3,10.7,3.0,2.0,1948.0,1.86
1984,3,10.7,3.0,2.0,2000.0,1.5
1987,3,10.7,3.0,1.0,1950.0,1.4
1991,5,10.7,5.0,2.0,1945.0,1.6
1992,2,10.7,4.0,3.0,1935.0,1.78
1993,5,10.7,5.0,2.0,1920.0,1.2
1997,2,10.7,2.0,1.0,1960.0,0.775
1998,3,10.7,3.0,2.0,1925.0,1.48
2002,3,10.7,3.0,3.0,2012.0,1.59
2009,2,10.7,2.0,1.0,1948.0,1.0
2012,4,10.7,4.0,3.0,1950.0,1.7
2014,3,10.7,3.0,1.0,1920.0,1.29
2018,3,10.7,3.0,2.0,1990.0,0.88
2019,4,10.7,4.0,1.0,1960.0,1.92
2020,3,10.7,3.0,2.0,1926.0,1.301
2029,5,10.7,5.0,2.0,1970.0,1.915
2033,4,10.7,5.0,3.0,1948.0,1.65
2037,4,10.7,2.0,2.0,1920.0,1.53
2043,4,10.7,4.0,2.0,1940.0,2.05
2045,2,10.7,2.0,1.0,1980.0,0.905
2046,3,10.7,3.0,1.0,1930.0,1.355
2047,2,10.7,2.0,1.0,1950.0,1.845
2051,5,10.7,5.0,3.0,1970.0,2.05
2055,3,10.7,3.0,2.0,2004.0,0.94
2056,3,10.7,4.0,3.0,1915.0,1.71
2060,3,10.7,3.0,2.0,2000.0,1.3
2067,4,10.7,4.0,2.0,2000.0,2.2
2080,4,10.7,4.0,3.0,1970.0,2.15
2086,4,10.7,4.0,2.0,1997.0,1.65
2094,1,10.7,2.0,1.0,2012.0,0.681
2096,2,10.7,4.0,3.0,2018.0,1.31
2101,1,10.7,1.0,1.0,1950.0,0.34
2103,3,10.7,3.0,2.0,1999.0,1.537
2110,2,10.7,2.0,1.0,1960.0,0.692
2111,4,10.7,4.0,2.0,2000.0,1.367
2117,2,10.7,2.0,1.0,1970.0,0.903
2122,2,10.7,2.0,1.0,1930.0,1.813
2124,5,10.7,5.0,2.0,1950.0,1.655
2126,3,10.7,3.0,2.0,1980.0,1.23
2128,4,10.7,4.0,1.0,1930.0,1.389
2129,2,10.7,2.0,1.0,1980.0,0.75
2130,3,10.7,3.0,2.0,1998.0,1.245
2132,4,10.7,4.0,2.0,1930.0,2.31
2137,2,10.7,2.0,1.0,1960.0,0.563
2138,2,10.7,2.0,1.0,1990.0,1.014
2139,2,5.2,2.0,1.0,1970.0,0.428
2140,2,5.2,2.0,1.0,1905.0,1.026
2141,4,5.2,4.0,3.0,1910.0,1.8025
2142,4,5.2,4.0,3.0,1890.0,1.5
2147,4,5.2,4.0,2.0,1940.0,2.23
2149,2,5.2,2.0,1.0,2000.0,0.41
2150,1,5.2,1.0,1.0,1970.0,0.2725
2151,3,5.2,3.0,3.0,2016.0,0.68
2154,2,5.2,2.0,1.0,1970.0,0.4
2155,3,5.2,3.0,1.0,1910.0,0.95
2157,3,5.2,3.0,2.0,1880.0,1.31
2159,2,5.2,2.0,1.0,1890.0,0.8455
2160,2,5.2,2.0,1.0,1910.0,0.86
2161,2,5.2,2.0,1.0,2009.0,0.605
2162,3,5.2,3.0,1.0,1930.0,1.055
2164,2,5.2,2.0,1.0,1975.0,0.445
2165,2,5.2,2.0,1.0,1970.0,0.6595
2166,2,5.2,2.0,1.0,2011.0,0.6
2170,4,5.2,4.0,1.0,1900.0,1.115
2172,3,5.2,3.0,1.0,1910.0,1.125
2174,3,5.2,3.0,1.0,1930.0,0.855
2177,3,5.2,3.0,2.0,2016.0,0.94
2178,2,5.2,2.0,1.0,1900.0,1.1
2179,2,5.2,2.0,2.0,2013.0,0.75
2180,2,5.2,2.0,1.0,1910.0,1.056
2184,3,5.2,3.0,2.0,2000.0,0.88
2186,3,5.2,3.0,1.0,1890.0,1.2225
2191,2,5.2,2.0,1.0,1925.0,1.26
2192,3,5.2,3.0,2.0,2007.0,0.955
2199,2,5.2,2.0,1.0,1970.0,0.587
2200,3,5.2,3.0,1.0,1935.0,1.06
2203,2,5.2,2.0,1.0,1900.0,0.89
2207,2,5.2,2.0,2.0,2002.0,0.685
2208,2,5.2,2.0,1.0,1970.0,0.6
2211,3,5.2,3.0,2.0,2005.0,0.976
2212,3,5.2,3.0,2.0,1900.0,0.641
2213,2,5.2,2.0,1.0,1910.0,0.77
2214,1,5.2,1.0,1.0,1970.0,0.2795
2215,4,5.2,4.0,2.0,1900.0,1.8
2217,4,5.2,4.0,1.0,1940.0,1.35
2218,4,5.2,4.0,2.0,1920.0,1.32
2221,3,5.2,3.0,1.0,1900.0,0.825
2222,2,5.2,3.0,1.0,1900.0,0.86
2225,3,5.2,2.0,1.0,1910.0,1.261
2226,3,5.2,3.0,1.0,1890.0,1.045
2227,3,5.2,3.0,1.0,2000.0,1.044
2230,3,5.2,3.0,1.0,1910.0,1.05
2231,3,5.2,3.0,2.0,1920.0,1.6915
2232,2,5.2,2.0,1.0,1930.0,1.075
2233,2,5.2,2.0,1.0,1975.0,0.62
2234,2,5.2,2.0,1.0,2010.0,0.501
2235,3,5.2,3.0,1.0,1960.0,1.26
2237,3,5.2,3.0,1.0,1920.0,1.65
2240,2,5.2,2.0,1.0,1970.0,0.601
2242,2,5.2,2.0,1.0,1920.0,1.015
2244,1,5.2,1.0,1.0,1930.0,0.625
2245,3,5.2,3.0,2.0,1945.0,1.7
2247,2,5.2,2.0,1.0,1973.0,0.435
2251,2,5.2,2.0,1.0,1910.0,0.86
2252,2,5.2,2.0,1.0,1960.0,0.491
2256,2,5.2,2.0,1.0,1880.0,0.871
2257,3,5.2,3.0,1.0,1940.0,0.985
2258,3,5.2,3.0,1.0,1890.0,1.25
2260,3,5.2,3.0,2.0,1900.0,0.641
2264,3,5.2,3.0,1.0,1890.0,0.86
2271,2,5.2,2.0,1.0,1910.0,0.705
2276,3,5.2,3.0,1.0,1915.0,0.88
2278,2,5.2,2.0,2.0,2000.0,0.754
2280,2,5.2,2.0,1.0,1890.0,0.916
2281,2,5.2,2.0,1.0,2004.0,0.59
2283,2,5.2,2.0,1.0,1950.0,0.575
2285,3,5.2,3.0,1.0,1920.0,1.51
2286,2,5.2,2.0,2.0,2007.0,0.801
2287,3,5.2,3.0,2.0,2011.0,0.82
2288,1,5.2,1.0,1.0,1970.0,0.37
2290,3,5.2,3.0,1.0,1890.0,1.17
2292,4,5.2,3.0,1.0,1920.0,1.79
2293,3,5.2,3.0,2.0,2000.0,0.64
2295,4,5.2,4.0,2.0,1958.0,1.875
2296,3,5.2,3.0,1.0,1925.0,1.053
2299,3,5.2,2.0,1.0,2012.0,0.705
2305,4,5.2,4.0,1.0,1920.0,1.217
2306,3,5.2,3.0,1.0,1943.0,1.02
2308,2,5.2,2.0,1.0,2010.0,1.18
2309,3,5.2,3.0,1.0,1910.0,1.34
2311,4,5.2,4.0,2.0,1916.0,1.41
2312,3,5.2,3.0,1.0,1900.0,1.55
2313,3,5.2,3.0,2.0,2010.0,0.74
2315,2,5.2,2.0,1.0,2002.0,0.5925
2317,1,5.2,1.0,1.0,1965.0,0.37
2318,2,5.2,2.0,1.0,1880.0,0.765
2322,1,5.2,1.0,1.0,1890.0,0.772
2323,3,5.2,3.0,2.0,1890.0,1.21
2324,4,5.2,4.0,2.0,1910.0,1.755
2328,2,5.2,2.0,1.0,1910.0,0.945
2330,2,5.2,2.0,1.0,1930.0,0.755
2331,2,5.9,2.0,1.0,1960.0,0.5215
2333,2,5.9,2.0,1.0,1980.0,0.32
2334,3,5.9,3.0,1.0,1920.0,1.19
2336,2,5.9,2.0,1.0,1970.0,0.471
2345,1,5.9,1.0,1.0,2000.0,0.265
2346,3,5.9,3.0,1.0,1930.0,0.955
2347,5,5.9,5.0,2.0,1997.0,1.35
2349,2,5.9,2.0,1.0,1970.0,0.38
2351,1,5.9,1.0,1.0,1960.0,0.3
2352,3,5.9,3.0,1.0,1950.0,0.81
2355,2,5.9,2.0,1.0,1970.0,0.38
2357,3,5.9,3.0,1.0,1935.0,0.793
2358,2,5.9,2.0,1.0,1960.0,0.4
2359,2,5.9,2.0,1.0,2013.0,0.4005
2360,3,5.9,3.0,2.0,2010.0,0.7975
2361,2,5.9,2.0,1.0,2002.0,0.435
2366,3,5.9,3.0,1.0,1900.0,1.3
2367,3,5.9,3.0,1.0,1930.0,1.33
2368,3,5.9,3.0,1.0,1934.0,1.245
2375,7,5.9,7.0,3.0,1982.0,1.205
2377,2,5.9,2.0,1.0,1970.0,0.38
2378,3,5.9,3.0,1.0,1935.0,1.095
2379,2,5.9,2.0,1.0,1970.0,0.68
2380,2,5.9,2.0,1.0,1910.0,0.711
2383,2,5.9,2.0,1.0,1970.0,0.5
2385,2,5.9,2.0,1.0,1926.0,1.005
2386,2,5.9,2.0,1.0,1970.0,0.385
2388,2,5.9,2.0,1.0,1960.0,0.37
2389,1,5.9,1.0,1.0,1970.0,0.32
2394,1,5.9,1.0,1.0,1970.0,0.33
2397,5,5.9,5.0,2.0,1920.0,1.2
2398,2,5.9,2.0,1.0,1960.0,0.537
2399,3,5.9,3.0,1.0,1950.0,0.91
2400,1,5.9,1.0,1.0,1970.0,0.285
2401,4,5.9,3.0,1.0,1930.0,0.9215
2404,2,5.9,2.0,1.0,1930.0,1.315
2405,2,5.9,2.0,1.0,1970.0,0.37
2406,2,5.9,2.0,1.0,2004.0,0.735
2407,4,5.9,3.0,1.0,1935.0,1.0
2408,1,5.9,1.0,1.0,1970.0,0.252
2411,4,5.9,4.0,2.0,1920.0,1.7
2412,2,5.9,3.0,1.0,1900.0,0.82
2413,2,5.9,2.0,1.0,1970.0,0.37
2416,2,5.9,2.0,1.0,1950.0,0.484
2417,3,5.9,3.0,1.0,1999.0,0.815
2418,3,5.9,3.0,1.0,1950.0,1.15
2421,4,5.9,4.0,1.0,1910.0,1.15
2424,2,5.9,2.0,1.0,2009.0,0.598
2425,2,5.9,2.0,1.0,1977.0,0.497
2427,2,5.9,2.0,1.0,1960.0,0.44
2428,2,5.9,3.0,2.0,1930.0,0.816
2429,4,5.9,4.0,1.0,1920.0,1.585
2430,4,5.9,4.0,3.0,1925.0,0.97
2432,3,11.8,3.0,1.0,2000.0,0.851
2433,4,11.8,4.0,1.0,1960.0,1.3
2435,4,11.8,4.0,2.0,1957.0,1.235
2437,4,11.8,4.0,3.0,2012.0,1.505
2439,4,11.8,4.0,2.0,1980.0,1.303
2441,3,11.8,3.0,2.0,1960.0,0.88
2443,3,11.8,3.0,2.0,2013.0,0.975
2445,3,11.8,3.0,2.0,1950.0,0.99
2448,3,11.8,2.0,1.0,1965.0,1.34
2450,4,11.8,4.0,2.0,1970.0,1.225
2451,5,11.8,5.0,3.0,1975.0,1.49
2454,3,11.8,3.0,2.0,1960.0,1.25
2458,4,11.8,4.0,2.0,1971.0,1.26
2459,3,11.8,3.0,3.0,1965.0,0.905
2462,4,11.8,4.0,2.0,1960.0,1.085
2465,3,11.8,3.0,1.0,1985.0,0.787
2469,3,11.8,3.0,1.0,1960.0,1.075
2473,4,11.8,4.0,3.0,1970.0,1.32
2474,4,11.8,4.0,2.0,1996.0,1.302
2475,3,11.8,3.0,2.0,1965.0,1.05
2478,4,11.8,4.0,2.0,1970.0,1.0
2480,4,11.8,4.0,2.0,1985.0,1.3
2487,3,11.8,3.0,1.0,1975.0,0.99
2492,4,11.8,4.0,2.0,1975.0,1.1
2493,4,11.8,4.0,2.0,1998.0,1.475
2497,2,11.8,2.0,1.0,1965.0,0.903
2507,5,11.7,4.0,3.0,1940.0,1.59
2511,3,11.7,3.0,1.0,1960.0,1.3
2512,4,11.7,4.0,2.0,1960.0,1.89
2513,3,11.7,3.0,2.0,2000.0,1.0225
2516,3,11.7,3.0,1.0,1970.0,1.755
2522,3,11.7,3.0,1.0,1980.0,0.686
2525,3,11.7,3.0,1.0,1950.0,1.3
2527,3,11.7,3.0,1.0,1950.0,1.16
2531,4,11.7,4.0,3.0,1996.0,2.0
2533,3,11.7,3.0,1.0,1960.0,0.79
2537,4,11.7,4.0,2.0,1950.0,1.682
2538,3,11.7,3.0,2.0,2002.0,0.625
2547,2,11.7,2.0,1.0,1975.0,0.65
2550,5,11.7,4.0,3.0,2013.0,1.06
2552,4,11.7,4.0,2.0,2005.0,1.255
2554,4,11.7,3.0,1.0,1955.0,0.9
2555,2,11.7,2.0,1.0,1965.0,0.633
2561,2,11.7,2.0,1.0,1950.0,1.35
2564,3,11.7,4.0,2.0,1993.0,0.752
2565,3,11.7,3.0,1.0,1950.0,0.57
2567,3,11.7,3.0,1.0,1998.0,0.745
2570,5,11.7,5.0,4.0,2014.0,2.15
2571,3,11.7,3.0,1.0,1995.0,0.746
2574,3,11.7,3.0,2.0,1950.0,1.54
2576,5,11.7,5.0,2.0,1950.0,1.41
2586,4,11.7,4.0,2.0,1963.0,1.8
2587,4,11.7,4.0,2.0,2005.0,1.27
2592,4,11.7,4.0,3.0,2013.0,0.9
2598,4,11.7,4.0,2.0,2005.0,1.25
2605,4,11.7,3.0,2.0,1970.0,1.41
2615,4,11.7,4.0,2.0,1950.0,0.8
2616,3,11.7,3.0,2.0,2001.0,0.702
2623,2,7.8,2.0,1.0,1940.0,1.017
2624,2,7.8,2.0,1.0,1970.0,0.729
2631,3,7.8,3.0,2.0,1998.0,1.65
2643,2,7.8,2.0,1.0,1994.0,0.95
2645,2,7.8,2.0,1.0,1960.0,0.615
2648,3,7.8,3.0,2.0,1960.0,1.987
2649,2,7.8,2.0,1.0,1970.0,0.683
2650,3,7.8,3.0,2.0,1950.0,1.69
2651,2,7.8,2.0,1.0,2011.0,0.43
2652,2,7.8,2.0,1.0,1960.0,0.717
2660,3,7.8,3.0,2.0,1930.0,2.325
2663,2,7.8,2.0,1.0,1960.0,0.435
2681,3,7.8,3.0,1.0,1925.0,2.0
2682,3,7.8,2.0,1.0,1938.0,1.302
2686,3,7.8,3.0,1.0,1930.0,1.622
2687,2,7.8,2.0,1.0,1965.0,0.502
2690,2,7.8,2.0,1.0,1960.0,0.435
2696,2,7.8,2.0,1.0,1960.0,0.62
2697,5,7.8,5.0,3.0,1920.0,2.0
2699,3,7.8,3.0,1.0,1960.0,0.591
2708,3,7.8,3.0,1.0,1930.0,1.78
2711,3,7.8,3.0,2.0,2009.0,2.25
2713,2,7.8,2.0,1.0,1930.0,0.895
2714,3,7.8,3.0,2.0,1920.0,1.8
2716,4,7.8,3.0,0.0,1935.0,1.4
2719,2,7.8,2.0,1.0,1970.0,0.9
2723,2,7.8,2.0,1.0,1960.0,0.53
2727,4,7.8,4.0,2.0,1960.0,2.228
2729,3,7.8,3.0,2.0,1970.0,0.93
2732,3,7.8,3.0,1.0,1930.0,1.6025
2757,3,7.8,3.0,1.0,1920.0,2.177
2768,2,7.8,2.0,1.0,1969.0,0.82
2769,3,7.8,3.0,1.0,1940.0,2.105
2771,3,7.8,3.0,2.0,1990.0,1.625
2778,2,7.8,2.0,1.0,1960.0,0.667
2786,4,7.8,4.0,1.0,1920.0,2.015
2787,2,7.8,2.0,1.0,1970.0,0.7
2794,5,7.8,4.0,3.0,1980.0,2.125
2797,4,7.8,4.0,2.0,1960.0,2.03
2800,4,7.8,4.0,3.0,1980.0,2.0
2801,2,7.8,2.0,1.0,1960.0,0.706
2802,5,7.8,5.0,5.0,2010.0,2.25
2814,3,9.0,3.0,1.0,1920.0,1.5875
2824,2,9.0,2.0,1.0,1960.0,0.83
2830,3,9.0,3.0,3.0,1890.0,2.2
2832,2,9.0,2.0,1.0,1945.0,1.305
2834,3,9.0,3.0,2.0,1998.0,0.928
2840,2,9.0,2.0,1.0,1965.0,0.722
2843,5,9.0,5.0,2.0,1910.0,2.35
2845,3,9.0,3.0,3.0,1997.0,1.64
2847,3,9.0,3.0,2.0,1910.0,1.68
2849,3,9.0,2.0,1.0,1910.0,1.385
2857,3,9.0,3.0,2.0,1995.0,1.85
2863,3,9.0,3.0,2.0,1986.0,1.8
2875,3,3.2,3.0,1.0,1900.0,1.33
2877,4,3.2,4.0,3.0,1890.0,1.425
2883,4,3.2,3.0,1.0,1920.0,2.175
2885,2,3.2,2.0,1.0,1970.0,0.765
2887,2,3.2,2.0,1.0,2009.0,0.8
2892,1,3.2,1.0,1.0,1970.0,0.468
2900,1,3.2,1.0,1.0,1970.0,0.39
2902,3,3.2,3.0,2.0,1970.0,2.05
2905,4,3.2,4.0,2.0,1900.0,1.95
2907,1,3.2,1.0,1.0,1970.0,0.437
2910,2,3.2,2.0,1.0,1940.0,0.52
2915,2,3.2,2.0,1.0,1975.0,0.57
2917,3,11.4,3.0,1.0,1989.0,0.82
2918,2,11.4,2.0,2.0,2009.0,0.795
2921,2,11.4,2.0,1.0,1970.0,0.6
2922,3,11.4,3.0,1.0,1960.0,1.295
2923,4,11.4,4.0,2.0,1919.0,1.275
2925,2,11.4,2.0,1.0,1970.0,0.51
2929,1,11.4,1.0,1.0,1970.0,0.346
2930,3,11.4,3.0,2.0,1990.0,0.86
2931,2,11.4,2.0,1.0,1970.0,0.586
2932,2,11.4,2.0,1.0,1973.0,0.772
2933,4,11.4,4.0,2.0,1925.0,1.506
2934,3,11.4,3.0,2.0,1990.0,0.675
2935,2,11.4,2.0,1.0,2009.0,0.525
2936,1,11.4,1.0,1.0,1960.0,0.29
2938,2,11.4,2.0,1.0,1970.0,0.36
2939,2,11.4,3.0,1.0,1930.0,0.9675
2940,2,11.4,1.0,2.0,1920.0,1.35
2942,1,11.4,1.0,1.0,1970.0,0.33
2943,3,11.4,4.0,2.0,1923.0,1.6
2946,1,11.4,1.0,1.0,1968.0,0.26
2948,3,11.4,3.0,2.0,1990.0,1.008
2956,3,11.4,3.0,1.0,1925.0,1.17
2958,4,11.4,3.0,2.0,1983.0,1.83
2959,1,11.4,1.0,1.0,1960.0,0.25
2960,2,11.4,2.0,2.0,2009.0,0.93
2963,2,11.4,2.0,1.0,1970.0,0.465
2970,4,11.4,4.0,2.0,1930.0,1.55
2971,2,11.4,2.0,1.0,2000.0,0.707
2972,2,11.4,2.0,2.0,1993.0,0.804
2976,4,11.4,3.0,2.0,1970.0,1.501
2978,3,11.4,3.0,2.0,2005.0,0.97
2981,2,11.4,2.0,1.0,2002.0,0.8175
2983,4,11.4,4.0,2.0,1938.0,1.45
2985,2,11.4,2.0,1.0,1994.0,0.855
2986,2,11.4,2.0,1.0,1968.0,0.675
2988,2,11.4,2.0,1.0,2011.0,0.588
2989,2,11.4,2.0,1.0,1970.0,0.455
2993,3,11.4,3.0,2.0,2005.0,0.92
3001,2,11.4,2.0,1.0,1970.0,0.656
3002,2,11.4,2.0,1.0,1930.0,0.93
3004,2,11.4,2.0,1.0,1970.0,0.415
3005,2,11.4,2.0,1.0,1975.0,0.65
3006,3,11.4,3.0,2.0,2010.0,1.36
3009,2,11.4,2.0,1.0,1965.0,0.765
3011,5,11.4,5.0,3.0,1930.0,1.9
3013,1,11.4,1.0,1.0,1980.0,0.35
3014,3,11.4,3.0,2.0,1945.0,1.43
3017,3,11.4,3.0,2.0,1915.0,1.49
3018,2,11.4,2.0,2.0,2014.0,0.572
3020,4,11.4,4.0,3.0,1996.0,1.1
3021,3,11.4,3.0,1.0,1925.0,1.125
3022,2,11.4,2.0,1.0,1970.0,0.601
3025,2,11.4,2.0,1.0,1970.0,0.405
3026,4,11.4,4.0,2.0,1915.0,1.655
3028,3,11.4,3.0,1.0,1998.0,0.808
3030,2,11.4,2.0,1.0,1950.0,0.37
3031,4,11.4,3.0,2.0,1970.0,1.88
3035,2,11.4,2.0,1.0,1970.0,0.585
3037,2,11.4,2.0,1.0,1970.0,0.45
3038,2,11.4,2.0,1.0,1990.0,0.737
3039,3,11.4,3.0,1.0,1978.0,0.86
3040,2,11.4,2.0,1.0,1973.0,0.605
3042,2,11.4,2.0,1.0,1900.0,1.3
3043,4,11.4,3.0,3.0,2000.0,1.518
3045,2,11.4,2.0,1.0,1965.0,0.6325
3046,2,11.4,2.0,1.0,1980.0,0.435
3050,2,11.4,2.0,1.0,2008.0,0.46825
3051,3,11.4,2.0,2.0,1925.0,1.716
3052,1,11.4,1.0,1.0,1968.0,0.27
3053,1,11.4,1.0,1.0,1960.0,0.365
3055,2,8.9,2.0,1.0,1960.0,0.7225
3060,2,8.9,2.0,1.0,1960.0,0.55
3063,4,8.9,4.0,1.0,1920.0,0.131
3067,3,8.1,3.0,2.0,1955.0,1.75
3069,2,8.1,2.0,1.0,2012.0,0.58
3071,3,8.1,4.0,2.0,2014.0,2.005
3072,2,8.1,2.0,1.0,1960.0,0.523
3073,2,8.1,2.0,1.0,2012.0,0.42
3075,1,8.1,1.0,1.0,1970.0,0.29
3080,3,8.1,3.0,1.0,1910.0,1.4
3082,2,8.1,2.0,2.0,2011.0,0.722
3084,2,8.1,2.0,1.0,2014.0,0.45
3091,2,8.1,2.0,1.0,1960.0,0.536
3095,2,8.1,2.0,1.0,2011.0,0.55
3099,4,8.1,4.0,2.0,1915.0,2.17
3101,3,9.3,3.0,2.0,1935.0,1.5775
3104,3,9.3,3.0,1.0,1960.0,1.46
3105,1,9.3,1.0,1.0,1960.0,0.2755
3108,2,9.3,2.0,1.0,1930.0,1.065
3112,3,9.3,3.0,2.0,1910.0,1.47
3118,3,9.3,3.0,2.0,1930.0,1.1605
3123,4,9.3,4.0,2.0,1995.0,1.03
3124,2,9.3,2.0,1.0,1940.0,1.225
3125,3,9.3,2.0,2.0,1925.0,1.45
